LAST_TO_END,FLIGHT_COUNT,SEG_KM_SUM
89,7,8779
10,8,8416
355,9,10557
127,6,7802
71,12,12777
115,4,11597
3,11,14782
67,5,9405
45,8,11211
6,11,10253
6,9,8631
14,9,12671
23,13,14809
436,2,7672
466,5,8682
516,7,8924
206,9,11260
23,5,8606
274,6,9473
50,6,9446
37,5,5426
4,21,5561
34,5,12215
342,5,10800
566,4,4821
153,6,6854
158,8,8002
240,7,8651
95,5,8600
22,7,13302
125,4,7289
214,7,14099
207,8,9063
17,11,14350
90,6,7676
11,8,7543
120,4,7227
70,5,9302
50,9,13330
141,9,9111
235,7,8263
616,7,13376
45,5,8003
43,8,12028
129,8,8189
371,9,10005
352,7,8210
331,8,12517
149,4,10168
25,8,8540
45,7,15597
25,7,10611
649,6,6700
96,3,11198
111,5,10367
14,5,9056
138,4,4879
263,10,12488
86,7,8901
110,5,9839
82,7,10486
436,7,9233
179,4,8759
86,7,11712
644,4,9608
69,5,8234
77,5,8803
151,5,9760
184,10,9032
94,4,7022
125,4,7064
174,11,9238
85,12,7545
404,7,11538
79,8,9272
244,5,10796
94,12,9688
567,9,7681
27,9,10551
348,6,10067
42,13,10067
5,10,8096
291,7,9299
1,8,10021
87,10,9330
190,8,11556
71,6,10020
38,9,9739
204,6,11645
43,9,8241
95,11,10868
142,7,9880
7,7,10845
275,10,13214
393,3,6235
1,13,9143
182,5,10506
101,6,9870
57,10,12691
118,9,8078
28,4,8137
112,6,8282
190,7,9936
10,9,8105
94,8,10172
447,4,6683
1,8,11579
4,6,7754
38,8,11204
232,12,13428
298,8,9024
1,6,10517
228,5,8393
62,10,13066
425,5,9651
181,6,8787
210,8,10317
42,4,11918
261,10,9863
31,8,9748
104,9,9479
155,9,13469
49,6,7920
249,5,10051
274,9,14037
661,3,8526
5,4,9004
34,3,9330
6,9,10212
34,12,15837
44,7,9053
10,7,9067
192,6,10132
6,4,12246
166,7,11985
6,10,9878
5,11,11026
170,10,18055
121,9,8579
196,8,9101
113,6,11019
8,14,9888
36,12,13191
77,5,13180
252,9,8805
125,10,12082
35,6,8811
7,7,11760
190,4,11894
165,9,8939
298,9,8979
105,7,8522
18,6,9544
112,12,10007
84,5,5642
123,10,7741
673,8,14276
66,9,12078
569,5,7236
29,8,8384
628,6,10165
56,8,9739
128,10,10719
358,5,10982
131,4,5549
612,5,7357
366,6,9038
1,8,8475
418,2,8456
51,7,7221
96,11,10467
155,5,8256
107,10,10174
32,8,9973
80,8,9777
216,6,9837
208,7,7795
163,20,14597
20,7,8645
4,9,10137
159,10,10092
383,10,7248
11,7,10029
112,11,8756
106,10,13788
85,11,8714
422,6,11368
62,10,12306
123,8,8175
30,4,11288
442,5,8092
385,7,8713
75,8,6759
11,16,13211
300,15,8655
173,6,8524
437,8,9309
447,2,9551
265,9,8393
242,7,10416
317,4,16215
5,4,5664
280,8,10309
431,7,9903
44,7,9224
488,7,8583
379,6,7744
214,7,9083
124,8,9062
219,5,12543
277,5,8078
304,12,7526
215,4,4901
326,4,14708
283,6,9209
558,5,7230
8,10,12054
46,2,5873
57,10,8878
612,5,9262
281,8,11063
134,4,11368
28,6,7648
123,7,10908
117,7,9666
127,9,8745
120,8,8453
65,3,4590
20,8,9513
82,5,12383
70,6,12731
23,3,10021
213,9,10552
265,6,12226
117,11,9296
141,8,12790
30,8,8948
482,5,10385
635,2,8210
26,14,11287
56,8,9109
86,8,13578
133,6,9228
575,5,7903
622,7,9684
64,11,7195
7,8,14206
161,6,10407
64,4,6852
86,9,10221
57,7,11156
8,8,8000
112,5,9460
33,5,6808
510,7,9375
74,12,13902
564,4,10443
103,8,9740
73,3,10947
298,5,7686
8,14,15604
157,2,5612
20,9,11065
141,5,10457
75,4,9005
472,3,8130
130,6,8636
43,6,10365
117,13,9675
68,6,7987
40,11,9560
150,4,8333
30,4,7361
10,6,9661
152,13,9945
24,13,9757
109,11,8539
207,5,10153
11,9,9728
311,11,9998
6,14,9346
51,6,9971
1,18,10150
122,5,9070
260,9,9416
30,8,7661
168,3,6163
415,5,5211
40,5,8741
97,6,10987
564,5,14110
127,8,10780
178,4,4565
593,6,8470
125,10,11065
191,6,7734
32,5,8278
48,6,9676
12,6,10114
17,6,9136
115,4,7116
57,6,6929
248,6,12677
226,5,9835
21,10,9932
107,6,9896
4,9,14950
400,3,7601
175,4,8438
203,7,10445
125,6,7035
106,7,9554
154,10,9809
591,4,9722
22,8,8854
551,5,11425
50,4,8019
33,9,9657
144,6,9554
105,3,9174
354,9,7283
19,7,4595
128,7,9123
203,4,9437
347,5,7593
31,8,11088
35,4,8088
290,8,11562
16,7,11536
135,13,12339
7,17,12394
212,7,10849
24,8,12130
226,7,9335
260,5,8417
62,4,7917
524,6,10334
142,7,8134
68,8,10104
235,9,7927
139,6,10968
239,6,7192
149,6,8593
151,10,9610
85,7,10769
256,10,8159
14,9,11398
128,8,10665
196,11,10061
5,5,9068
12,10,12439
30,12,11863
219,8,10946
26,5,11610
244,9,9536
2,9,10577
127,7,8753
35,7,9835
581,4,10498
36,8,12673
22,8,12987
11,7,11522
3,7,9449
76,8,7665
64,12,9662
129,5,7620
6,4,8766
83,10,14134
49,7,11495
490,5,8072
243,5,7509
389,8,8516
33,6,7523
16,14,10094
188,5,4486
128,9,8671
8,7,11644
22,13,9724
6,13,9649
79,4,9554
52,4,9568
293,6,11802
563,4,8392
9,7,10638
204,8,13352
387,5,9000
306,4,9956
112,7,11609
86,7,10327
271,7,9886
224,5,9170
81,7,9653
234,6,10179
234,3,7039
170,6,10294
2,2,7298
14,6,10136
1,7,8624
296,12,7837
17,5,10431
48,9,10271
112,5,9348
34,8,9729
2,15,15225
65,6,8170
151,8,9556
15,7,9292
36,10,11911
331,12,11729
218,4,8400
17,8,8443
350,5,7952
222,5,6541
141,5,7976
31,4,7975
343,6,4888
512,4,8371
74,10,7914
252,6,7908
4,13,13195
140,4,7677
396,7,13558
557,5,6870
594,5,6870
23,6,7123
187,5,9176
646,4,8040
351,5,9239
18,5,9549
47,6,8373
292,6,8263
523,6,7394
105,8,8678
162,3,5462
447,5,8942
44,7,11493
37,8,11296
65,9,13321
11,9,10091
2,7,7851
210,8,14828
190,4,6436
83,7,8925
128,6,9607
29,7,13582
103,8,10151
134,5,9629
51,6,13469
189,7,9043
226,8,10166
271,8,10073
313,8,8790
48,5,9470
356,7,8483
39,3,8130
34,11,8116
59,4,9726
66,8,13385
40,9,10287
293,5,8457
61,14,17061
473,5,13419
101,6,7228
86,8,9966
208,9,11187
114,4,6066
103,6,8906
106,4,6906
94,7,8572
66,9,10108
108,4,9986
522,5,10375
248,9,17093
70,7,13038
258,8,7989
44,5,11206
8,10,10048
381,5,7045
109,5,8525
2,3,4539
22,13,12901
38,7,11979
35,7,9976
594,5,9648
27,5,9123
322,8,14260
24,9,14411
105,8,14042
83,5,8952
41,7,11329
325,9,9166
42,8,10914
127,8,10028
20,7,9897
141,6,7845
112,10,10170
493,7,11486
7,5,10628
144,5,4655
205,6,9883
194,6,8144
135,10,9705
583,2,7298
228,6,7650
122,9,10441
2,9,7974
33,7,11889
571,5,7014
113,10,11726
8,10,12205
472,3,8185
117,8,11474
34,9,9641
24,15,10835
141,12,11609
112,6,10641
81,8,11693
270,7,8087
417,4,15206
416,5,8268
147,7,9079
248,6,11310
230,6,7686
113,6,10352
42,8,10475
23,10,8856
351,8,8075
156,8,9334
620,4,8580
192,6,7215
279,6,8130
9,7,11954
172,5,9008
73,10,7744
164,8,10667
423,3,5123
107,8,9945
16,5,8753
380,6,8755
3,6,10776
192,7,10033
282,5,8325
376,6,9557
524,3,4368
97,6,13312
58,7,7533
343,5,6089
6,6,9264
231,6,9180
20,10,9748
87,5,8615
238,11,9261
65,5,8479
331,4,10838
487,4,9513
45,6,7767
208,9,7143
13,9,11666
57,7,11217
90,3,4844
402,6,6346
118,5,8606
39,6,12192
398,6,8040
136,3,4843
34,10,13001
43,8,10597
166,7,7462
18,5,8280
62,4,12538
3,11,13695
42,7,8716
154,8,9720
95,7,11404
36,9,10863
389,7,14539
389,7,14539
152,10,8760
150,7,11526
48,6,10027
86,6,8939
489,5,6540
375,3,6804
14,9,10964
504,10,9429
19,5,7874
76,9,8986
155,7,8309
37,10,10090
165,6,10386
185,4,8938
361,7,10223
147,3,8526
71,7,14067
229,7,10150
45,6,8676
34,9,6892
493,5,7348
84,11,9519
1,10,9409
622,4,6939
497,4,13316
292,8,11888
7,9,8811
60,7,9415
278,8,10114
346,4,8040
59,7,9138
7,9,9300
195,7,10005
158,6,9093
123,10,10614
358,5,8577
105,11,10965
159,6,12804
184,3,9539
149,8,9332
403,4,10260
2,6,8146
130,7,9130
4,6,8708
260,7,9864
57,4,7183
291,7,12838
211,5,13713
131,6,8086
141,7,8547
23,18,12490
84,4,8184
172,6,8244
142,7,12814
4,5,8199
31,8,8269
166,8,7882
219,10,10333
83,11,11124
227,6,10854
30,16,8146
91,8,11191
218,4,12788
67,9,9827
17,4,8308
140,9,10089
130,8,10018
46,6,7830
20,5,8989
34,5,8629
502,4,12151
83,8,8303
358,8,10989
332,4,8659
48,13,10311
123,11,9890
204,5,10828
9,4,8632
19,5,10174
11,9,8933
80,8,8120
101,7,10155
115,3,8629
81,9,10830
103,6,6525
101,9,10857
342,10,14200
134,8,10200
15,5,12517
84,7,8563
17,8,9586
478,9,8037
533,7,6972
682,6,7117
207,4,8274
48,10,7688
557,4,8771
275,11,7502
210,7,7254
61,5,9377
69,5,7282
188,6,6780
300,8,8531
66,10,8987
268,8,7976
14,7,9139
27,15,11671
502,7,6507
148,12,9344
97,5,4506
44,5,10636
44,11,11165
67,8,8352
19,10,10771
173,5,9382
208,8,10468
250,3,9040
79,4,8505
361,9,9990
116,6,7816
418,9,8612
114,9,13298
285,5,8328
324,5,9682
574,5,8761
32,5,10965
49,6,7698
25,10,15481
124,7,8477
39,9,6988
136,6,8555
257,6,7848
123,8,10994
488,7,9260
43,4,9670
32,8,9361
165,4,7459
135,5,10446
475,6,9297
191,9,9747
6,9,7119
199,8,8087
21,10,9835
286,11,7035
12,17,11419
424,5,8900
14,4,9033
258,9,7934
71,8,11472
159,9,11678
30,2,5977
571,2,6495
135,9,7637
91,7,13178
254,7,8856
155,6,10460
460,6,8034
175,9,11022
181,10,6900
3,8,6960
32,10,9041
247,9,12898
626,2,7662
44,6,10170
74,5,9687
417,5,9835
4,11,10223
459,5,7706
85,6,7215
7,8,9252
12,10,9620
623,4,7928
98,9,8693
224,6,6702
274,8,12172
113,6,8250
324,4,11309
35,5,16305
57,10,9283
18,8,10295
682,3,6487
310,6,9796
411,6,8194
3,6,8478
3,8,9173
1,7,8377
104,8,10390
45,8,8514
321,5,9417
369,5,7107
293,5,8606
313,10,10810
100,8,17624
95,9,7665
190,6,7454
412,5,9432
13,12,12924
23,10,14839
24,9,10083
4,8,10387
195,4,10652
346,4,12460
97,10,10506
68,7,10569
404,8,9825
105,8,7937
253,7,10847
16,11,13350
112,10,12143
15,7,10019
7,11,12887
142,8,10980
460,10,12775
14,10,7196
9,6,8076
103,11,11603
76,6,8130
152,8,10390
47,3,9618
402,6,8592
473,3,6869
523,3,7929
231,3,7929
4,9,10600
201,5,11970
212,6,9350
256,6,8398
382,6,9736
378,4,7667
26,5,8898
199,6,10195
66,4,8350
528,9,10448
36,6,9010
25,9,11151
118,7,8589
62,4,7868
75,4,7868
384,3,4892
143,4,7009
60,9,8614
274,8,10157
619,4,8626
197,7,9979
107,6,10628
315,5,10987
484,3,4312
341,17,10727
157,5,7604
44,12,8762
44,4,7673
29,7,9694
38,8,11575
230,7,8947
257,4,10209
5,6,8851
261,8,8312
137,7,10546
25,6,12588
168,8,6944
2,6,9430
580,3,8735
613,3,7874
327,10,6824
109,6,8884
38,8,10367
34,7,8626
4,5,10385
89,15,13181
99,6,9211
246,5,10026
192,7,9710
1,13,9272
218,8,12831
14,6,14289
179,8,10221
8,7,9316
72,9,10094
4,13,9438
104,10,10221
11,10,10649
114,4,10434
37,18,10356
49,4,9021
289,7,7914
232,11,7599
43,4,8133
184,7,8063
35,7,9602
40,7,13121
219,5,8244
253,5,8941
116,5,7165
68,4,7868
10,6,11802
93,16,10714
105,6,9004
291,9,8324
105,9,8054
19,4,9547
388,6,7896
580,5,10212
308,4,6450
290,7,7634
106,13,8109
128,6,12692
248,6,8711
187,4,6070
438,4,6447
8,13,9438
34,8,8993
309,6,13769
5,6,11487
92,9,12118
604,3,9207
49,4,9061
231,6,9354
32,7,11953
20,14,10878
6,8,11144
603,4,6994
107,8,7157
197,9,10006
74,8,10384
30,5,7772
331,6,12018
177,9,13965
83,3,6273
26,10,13707
14,8,9005
3,7,10866
81,6,11121
33,4,8834
416,4,8856
73,5,8438
366,7,11754
62,4,7077
1,7,10662
259,5,7955
18,6,7513
213,5,12704
52,2,4564
340,4,8577
4,10,13495
214,6,11322
185,4,10407
32,3,5901
74,8,8633
105,6,10091
13,10,10542
652,4,6430
25,5,7853
138,8,8809
62,10,10300
311,7,8244
272,9,9942
652,6,9925
134,14,7730
186,5,7729
44,7,12628
40,9,8163
65,9,7713
332,3,6912
63,6,10797
77,7,6757
33,13,8765
216,4,11864
172,4,11782
93,5,8632
50,8,11670
18,6,9928
328,4,7596
338,5,8236
19,11,14261
155,3,10417
143,8,10285
17,7,7669
379,4,10768
229,8,7290
444,7,9029
67,10,8924
6,8,9359
258,5,9772
193,6,8211
68,5,8347
22,10,10742
40,10,9073
37,10,8674
343,4,6759
31,10,9766
83,2,7986
48,5,12007
601,4,7123
179,8,10776
30,5,8324
81,10,8645
8,8,7187
232,4,6617
7,8,11732
14,7,12708
446,4,4278
200,5,6079
2,7,11797
410,4,7951
32,6,9704
151,6,8758
254,2,8786
262,8,10702
228,8,8069
25,6,11702
153,8,12198
458,8,12294
29,6,11687
256,5,8957
198,4,7868
65,6,9309
86,7,9429
32,4,8290
81,8,7281
258,16,11878
1,8,8793
153,6,8540
92,4,9288
170,6,7693
12,7,10492
196,9,12749
354,4,8053
21,9,7604
663,2,7322
84,7,10246
138,3,6215
85,10,9923
205,2,7672
169,13,9808
24,5,8856
7,12,11521
555,5,6866
286,8,8623
216,4,9236
135,4,7516
244,5,10014
12,11,11159
150,5,9379
213,4,7741
694,5,9945
61,10,7776
18,12,8632
14,13,9639
45,8,14764
24,6,7972
265,16,9646
74,10,8136
197,11,7833
377,5,7968
534,4,8536
514,4,8536
551,3,6402
125,5,5259
592,4,6895
27,6,10290
409,7,9367
365,3,5220
7,5,12232
18,2,5045
197,6,7460
13,7,10383
66,6,12457
272,7,10616
487,5,11825
3,9,11840
102,3,7109
177,4,9038
2,6,12972
7,14,12422
22,8,10449
214,6,8903
60,3,9113
327,5,10169
40,8,9740
10,7,12052
45,3,7929
67,5,9405
436,4,11368
213,9,9758
608,5,6787
172,5,8983
48,10,9949
165,5,9835
103,8,11493
24,8,9238
18,9,12880
49,4,8306
107,7,8372
435,8,8888
56,7,10259
506,5,9509
397,7,8491
16,8,14477
2,9,11879
310,4,6882
58,5,8672
336,11,7816
412,10,9026
177,4,8872
349,2,4258
191,6,7168
175,11,8886
417,6,6657
122,6,11761
165,7,6440
241,3,5754
43,9,13377
17,6,13089
509,8,13179
34,10,10429
94,9,9867
39,4,10638
80,6,9622
18,8,16257
207,8,7545
6,12,14634
15,6,11867
153,7,11618
44,7,10661
215,10,12529
212,9,8219
81,7,7589
112,8,11273
511,7,8937
3,5,8457
430,10,7196
31,7,9616
590,2,5531
197,3,7533
37,11,10630
107,5,8981
345,6,9813
474,9,13076
217,6,7382
291,7,10608
332,8,13133
129,8,7178
68,11,7590
83,11,8727
77,10,8885
191,6,10318
137,8,8993
443,6,9116
128,4,11908
3,7,9745
376,9,7367
178,8,11488
634,3,6996
5,6,9147
3,8,9973
97,8,7822
10,10,9323
22,12,8452
590,4,8220
74,5,10275
85,11,9797
82,7,9156
15,10,8647
231,6,9331
14,8,9398
197,7,8507
5,10,7705
247,7,9638
166,7,10577
10,6,16920
388,6,7327
67,10,12621
49,7,12030
686,8,8133
387,4,6788
158,8,10209
267,5,11195
130,8,7900
467,2,7070
84,6,7128
580,6,12271
470,5,12552
385,7,13298
236,3,4797
377,8,8556
71,5,8785
11,9,9885
99,4,4444
98,7,11292
121,8,11284
165,8,7884
3,7,7431
216,7,6330
38,6,10149
5,6,8311
42,8,8312
37,8,9368
395,5,15895
24,15,12044
81,6,6120
276,6,9191
56,4,10684
197,4,8069
102,7,11369
134,8,10608
272,5,8517
118,8,8582
109,7,10785
254,5,6816
130,7,9965
287,8,9522
209,7,8636
209,6,8042
242,9,6998
27,6,10399
224,4,9983
211,4,8768
160,4,8322
328,12,7438
264,7,6952
511,5,6984
331,15,8700
39,9,7951
61,9,10283
40,5,8005
75,7,11640
20,8,9925
67,7,9455
265,5,14110
66,6,7755
6,8,9676
116,4,7575
515,5,10439
14,9,10380
29,9,12127
309,10,11293
262,9,8856
100,5,5998
628,4,7934
714,4,6578
113,8,7606
21,7,8217
83,7,11200
64,5,7650
157,5,8756
186,7,7462
60,7,12108
67,9,12369
268,7,10141
188,3,7464
8,10,15076
70,8,10138
151,8,11158
172,4,8190
210,5,7636
219,5,8180
254,11,13071
6,7,7753
195,9,10287
472,4,9078
11,9,11025
166,7,8446
199,5,11707
135,9,9189
64,5,9642
7,7,10979
32,8,7866
26,4,5500
18,8,9759
103,6,8802
143,4,7120
6,10,10566
112,5,10716
248,6,9026
332,5,7774
235,4,8392
151,5,9405
22,6,9694
23,9,7843
115,11,9069
226,7,8463
226,7,7792
106,4,7805
37,7,8477
75,10,8526
500,5,9810
207,6,10155
433,4,10452
45,3,9357
34,6,7601
268,6,7848
289,4,8370
206,11,8350
18,8,9588
191,7,10263
142,7,10367
353,8,12413
48,3,11508
417,2,7672
184,5,9862
395,4,8438
13,10,10457
428,8,11793
145,9,12524
291,13,10666
72,10,8245
108,8,8944
6,8,12108
41,9,9286
454,4,8643
49,11,9219
465,4,9368
250,5,10505
102,8,11382
517,3,4217
349,4,6578
397,6,12858
44,5,14629
202,4,7687
151,6,10330
432,4,10620
195,12,9574
5,6,11837
32,13,10988
12,7,9113
33,7,13002
146,7,10894
190,7,8941
354,5,7710
39,4,8761
309,6,9368
227,8,7726
87,9,9296
9,4,8569
13,7,9289
83,7,8155
5,8,8826
18,7,7818
75,12,11925
68,8,9502
138,8,11248
99,7,9776
244,11,15092
11,10,9449
449,7,11913
46,7,14810
29,10,8868
548,6,7646
12,9,8809
218,6,6454
160,7,8978
192,8,11001
440,10,11464
317,7,9063
220,7,10314
332,6,8929
280,5,9313
597,3,7011
29,9,12599
27,3,8526
176,4,7811
4,4,8543
14,5,6387
186,7,6531
576,8,7277
76,8,7584
76,8,7096
35,11,7478
181,7,8347
33,7,10401
134,5,10187
100,9,10402
53,6,12582
479,4,8956
613,6,8363
60,5,7556
110,10,8465
156,4,8554
450,5,7599
305,2,9582
276,2,8926
101,7,11648
214,5,9638
55,10,9818
304,5,7821
10,12,8457
254,5,8284
3,10,10777
198,11,8529
210,4,9415
486,4,8294
51,5,11535
577,6,9985
21,6,9245
95,9,10980
364,6,6986
99,6,11471
34,9,11172
443,6,7982
252,8,9014
344,7,9605
74,5,6709
168,7,7055
11,8,9763
469,3,8804
26,7,9324
4,7,9003
201,9,9582
468,2,9573
560,5,8059
159,4,7868
585,2,4196
337,7,9683
44,7,8872
552,4,11319
142,10,10296
157,3,7055
72,9,10144
264,6,7429
33,5,9342
296,7,9105
107,6,12965
42,7,9083
146,6,8412
283,5,8209
56,9,11031
613,7,9076
50,5,6456
42,9,16526
164,6,12422
49,6,8732
251,4,7764
681,3,5999
1,9,10025
25,9,8055
137,9,8658
171,4,6887
429,7,9812
139,7,11775
127,9,14490
279,7,8427
11,6,6571
422,8,12442
5,4,6944
33,7,7416
216,6,7878
298,7,9412
44,2,7887
108,7,12893
236,3,8996
61,3,7985
166,10,9401
376,3,6483
160,6,7365
191,6,10233
248,6,7748
422,8,10139
48,4,9143
423,5,10253
190,4,7898
18,3,7280
477,4,8432
5,11,10866
269,9,10481
7,10,8822
78,5,8709
5,7,8868
31,6,7144
269,3,6353
168,2,9551
33,7,12059
592,4,6278
403,3,8760
191,6,5589
76,11,7152
664,5,7285
34,8,7977
2,3,8675
595,3,9385
11,6,8677
212,4,10392
301,5,7230
600,5,11954
105,10,13340
125,5,7437
10,6,10002
569,8,8351
159,5,8026
44,6,8912
38,4,8536
107,4,11034
32,6,6669
519,5,8443
75,8,12950
172,6,7176
618,3,6947
27,10,9603
92,6,12246
453,3,7913
142,6,7407
381,10,8180
124,5,9421
37,8,7464
425,7,8337
116,3,10345
221,5,8724
318,6,8803
226,3,9100
447,8,9004
12,9,11214
103,7,8850
3,6,11035
395,8,8955
32,7,8659
261,7,7322
289,5,8205
64,4,11288
62,8,10412
532,3,4176
100,4,8088
21,7,8651
157,9,12986
286,3,8611
128,6,10178
12,6,8085
212,9,10675
28,14,14477
563,3,10906
260,6,11586
501,5,9072
72,10,9833
64,4,8708
52,2,5420
38,5,11700
350,6,8224
464,9,11031
103,7,8172
22,4,9838
16,15,9218
249,7,7289
290,8,8587
331,5,10287
311,3,8231
47,7,13009
85,8,8902
265,7,12747
39,4,8536
76,8,10851
61,7,9017
23,7,12176
40,11,10178
344,6,9683
11,11,7139
152,6,7601
201,7,12259
4,7,14116
58,8,9791
21,5,13050
126,14,10185
202,10,7784
696,4,7364
186,6,7934
319,4,7808
418,5,9760
509,5,9760
39,7,11341
212,4,9544
11,8,15710
111,7,7945
32,9,10435
259,8,10511
292,7,9930
208,6,6484
88,6,9209
39,9,10419
18,6,7892
353,3,9343
21,17,9367
393,9,10189
79,11,6993
53,5,9026
12,10,9592
91,8,11873
115,8,13072
542,2,4161
426,2,4161
156,6,6143
368,5,9468
306,7,12925
417,6,8736
228,7,7533
1,10,11345
91,7,8364
4,3,4944
277,5,7421
210,6,7654
162,5,7854
188,6,15523
17,9,14343
54,10,10971
8,5,7041
88,6,10516
338,5,9344
336,6,11275
457,4,10646
208,7,10708
6,6,8815
50,6,8908
1,3,5122
109,9,8214
203,8,8368
28,6,7863
13,6,8425
569,10,11342
24,7,7729
24,10,10480
3,7,10789
185,11,10147
391,2,4154
377,2,4154
97,8,7603
205,4,7349
94,6,11484
2,7,12996
79,8,12404
14,7,9800
3,14,10503
455,5,8900
664,2,4153
528,5,6429
94,4,7757
30,3,8981
27,12,10536
166,9,8087
346,4,10972
152,6,7544
39,5,7024
27,8,8665
114,9,7781
133,4,9230
95,4,4314
89,9,15275
328,5,8348
610,3,5242
35,4,10688
207,13,8758
156,5,7057
427,5,8464
107,10,8736
346,8,8306
46,13,11626
10,19,11940
10,6,8977
345,5,6649
56,10,7702
429,5,9911
31,5,8777
293,8,7880
4,12,7721
170,11,12601
464,4,8950
605,12,7414
49,6,9326
212,4,8200
107,12,10696
511,9,11939
29,11,8272
47,7,10272
142,6,13810
61,5,7875
187,12,16190
105,6,8681
141,4,10827
195,9,7293
121,6,9450
233,4,7704
199,6,9141
149,6,9566
244,5,7916
508,3,7768
233,3,9379
10,6,9701
413,5,10008
3,6,10158
246,10,13080
164,4,9001
101,7,8498
33,7,8291
7,7,8739
9,6,10700
91,6,7809
491,4,8872
554,7,7536
25,5,6220
81,7,9692
80,6,11346
165,6,8544
143,6,9095
160,3,4277
148,8,8562
61,6,7496
102,9,6678
10,7,7950
148,6,9514
103,6,7433
102,4,10840
34,9,9941
514,9,9128
111,6,9632
123,8,9412
283,6,7241
7,7,9959
188,7,9144
672,5,10078
564,2,8038
710,2,7298
27,7,10097
4,6,9295
375,8,7255
121,6,9744
12,7,12579
115,7,9869
52,8,9372
177,4,6192
26,5,6969
25,9,9859
441,4,6973
100,2,6850
60,11,10118
51,5,7047
297,5,9594
350,9,10249
62,5,10365
33,6,8118
73,7,10478
225,3,6096
156,6,8181
32,6,6798
107,5,12294
367,4,8214
6,6,9573
74,10,8562
135,7,8108
188,7,7210
301,7,9291
159,5,7872
75,7,8083
418,8,8072
107,8,7191
5,12,13988
206,5,7424
53,5,9176
122,10,11898
115,11,10155
208,7,8552
228,6,8792
225,6,9863
64,8,10070
268,4,7975
268,6,9941
116,9,8268
577,6,8098
122,4,8633
67,10,13168
64,11,13671
67,7,8529
12,6,6238
203,9,8309
67,5,9600
57,8,10296
297,6,6247
188,5,8133
148,9,11799
101,5,11706
114,5,10275
35,6,6768
427,5,6309
15,6,9199
96,5,12648
48,8,7086
530,4,11037
520,10,8192
59,8,7928
286,6,9326
564,8,7102
69,2,4387
358,5,10231
102,6,9424
177,9,9259
327,4,6452
492,5,7898
143,6,8729
34,7,8388
265,7,9746
236,5,11779
232,2,7066
48,7,8186
39,6,6336
505,3,6946
149,7,7553
209,7,9469
67,12,13879
346,5,7703
227,7,6936
107,9,12069
80,4,8252
580,3,7890
48,8,8892
36,5,5887
156,6,6902
20,12,8012
414,7,8574
197,11,13690
425,4,8369
107,5,9469
214,6,10234
269,4,8348
161,6,8358
248,8,9280
9,7,7992
106,4,12663
111,8,7318
67,4,7868
34,5,7066
209,9,8746
138,6,9882
21,7,8029
16,8,11349
248,3,7342
86,8,7446
375,14,8078
62,6,6551
87,7,8188
246,7,8318
498,7,8708
82,6,9560
509,7,7767
502,6,9877
272,10,11688
482,6,7110
1,9,8926
10,7,8392
230,6,10480
20,7,10107
383,3,7323
212,7,9664
191,5,6362
23,4,8308
153,4,8308
4,6,7849
574,6,8224
17,14,9422
167,12,12274
141,7,6718
593,7,6718
25,7,12810
13,7,10844
447,5,8957
4,9,10995
569,5,6166
156,6,9556
669,9,15537
188,6,10951
65,7,8770
112,8,8620
149,6,6419
8,5,8464
34,9,11661
550,4,5507
256,8,9042
234,6,13488
25,7,9969
152,4,9845
23,8,9128
36,8,11647
112,5,6807
19,6,7504
426,6,8044
149,10,10422
574,7,16301
123,6,11725
151,7,8361
103,16,18184
496,6,8722
248,4,8504
148,10,9792
156,7,6776
140,4,6641
143,8,9284
112,8,9027
134,6,9817
165,4,6440
1,8,7557
179,6,10477
440,4,6427
180,5,8699
150,9,8682
590,6,7938
167,7,8821
65,4,10130
24,12,14900
7,10,11473
20,8,6510
62,13,12476
432,8,7598
199,13,12138
341,2,9986
65,7,9838
306,4,10864
262,6,12054
21,6,8398
55,6,9640
99,4,11575
8,10,9098
30,9,13696
447,5,9266
21,10,6799
235,9,9658
16,5,7897
155,9,9017
162,8,7506
26,10,12249
19,8,10311
179,9,8397
439,7,6646
141,5,8496
322,11,7357
366,4,7932
97,9,8079
269,8,7181
300,7,8365
466,8,13572
226,6,8231
145,5,8252
21,12,9663
192,4,7966
424,3,8379
139,5,6666
598,5,6036
428,7,9140
366,7,8588
319,8,7032
146,10,7078
247,8,9829
4,12,13170
199,4,8573
119,6,7996
428,4,8306
174,6,11838
94,15,11223
301,5,8190
65,6,10091
2,4,8625
160,9,7000
6,4,7405
240,7,8954
309,11,8106
478,9,8009
190,3,8394
447,6,9640
176,9,9820
20,6,11125
93,9,7574
299,7,13379
1,6,6387
2,10,12388
331,8,8396
576,2,7672
199,2,7672
449,4,9614
387,6,9446
69,6,7939
6,8,9717
7,9,9478
194,5,8704
61,3,8169
333,8,7038
109,5,6551
69,7,8005
205,7,14188
74,6,7848
136,6,8579
486,4,7216
266,6,9225
23,9,12539
87,4,8560
349,6,7739
278,10,9406
129,5,9408
143,3,10171
241,6,8733
35,6,8611
32,10,10934
86,8,9915
28,10,7778
64,4,8606
98,9,7783
260,6,6627
188,5,7222
285,9,8371
57,9,7045
78,8,15045
9,7,10007
14,9,8959
93,6,7072
331,4,8308
395,4,8308
190,5,8241
162,9,11661
117,6,7515
32,13,9129
115,5,10092
1,12,7712
210,6,10148
38,3,7879
470,3,7262
31,10,9096
362,4,9763
