,CustAccountBalance,TransactionAmount (INR),recency,age
1681,13344.87,120.0,2624,31
1682,52871.99,32.0,2624,32
1683,149747.18,675.0,2624,36
1684,126.0,100.0,2624,30
1685,521292.5,3692.0,2624,38
1686,3405.68,50.0,2624,39
1687,26101.61,225.0,2624,34
1688,106630.33,1201.0,2624,35
1689,4754.7,6.69,2624,37
1690,14177.65,185.0,2624,38
1691,517.41,142.0,2624,31
1692,19828.59,200.0,2624,34
1693,41448.24,195.0,2624,32
1694,30597.6,117.0,2624,42
1695,1256.52,2190.0,2624,39
1696,76827.56,900.0,2624,36
1697,893829.53,264.0,2624,43
1698,8.55,200.0,2624,29
1699,44879.1,336.2,2624,53
1700,46.57,999.0,2624,56
1701,128164.51,300.0,2624,223
1702,246934.28,120.0,2624,49
1703,179510.15,117.18,2624,32
1704,178156.25,2304.0,2624,45
1705,30450.9,4420.77,2624,52
1706,52408.18,2077.0,2624,44
1707,14127.57,90.0,2624,35
1708,29876.96,184.47,2624,36
1709,59327.59,384.0,2624,27
1710,19974.18,360.0,2624,41
1711,7619.42,100.0,2624,34
1712,58389.55,270.0,2624,36
1713,19843.83,242.0,2624,36
1714,206.54,341.0,2624,60
1715,23455.78,414.0,2624,31
1716,396690.93,157.0,2624,36
1717,111223.99,17.0,2624,31
1718,32492.81,280.5,2624,38
1719,54507.64,100.0,2624,42
1720,226591.06,3.28,2624,30
1721,68712.73,979.0,2624,39
1722,100770.38,5.45,2624,41
1723,91.45,354.0,2624,38
1724,201937.86,1000.0,2624,41
1725,823.67,549.3,2624,31
1726,388108.7,371.11,2624,33
1727,39090.75,5.0,2624,36
1728,253.24,6393.0,2624,223
1729,79540.5,105.0,2624,33
1730,3522.69,1056.0,2624,34
1731,10432.13,30.0,2624,29
1732,14081.51,15.0,2624,36
1733,294434.89,6150.0,2624,36
1734,188040.94,2075.77,2624,37
1735,2731.39,20.0,2624,31
1736,671.04,50.0,2624,34
1737,217365.9,897.0,2624,68
1738,5958.67,200.0,2624,29
1739,66598.15,1087.0,2624,35
1740,15455.61,2964.5,2624,32
1741,9125.0,1400.0,2624,32
1742,13270.02,500.0,2624,35
1743,2058.8,1499.0,2624,27
1744,977.73,50.0,2624,28
1745,11106.34,495.0,2624,39
1746,25055.17,449.0,2624,33
1747,8531.09,285.0,2624,67
1748,538172.11,5200.05,2624,60
1749,131413.95,271.0,2624,43
1750,6637.38,475.0,2624,40
1751,165.58,77.0,2624,34
1752,13508.74,528.0,2624,32
1753,2276.21,16095.0,2624,33
1754,39636.32,582.0,2624,29
1755,8266.02,2450.73,2624,30
1756,163238.58,1227.0,2624,42
1757,207824.13,250.0,2624,36
1758,2781.28,220.0,2624,31
1759,2018.97,1.11,2624,223
1760,350601.29,1000.0,2624,40
1761,47610.63,2340.0,2624,38
1762,2006295.96,29600.0,2624,64
1763,288161.79,2544.0,2624,47
1764,212362.19,1000.0,2624,47
1765,85665.24,10924.0,2624,32
1766,9529.17,521.0,2624,28
1767,57151.05,481.0,2624,32
1768,71461.68,2000.0,2624,32
1769,536.4,1000.0,2624,41
1770,1296.38,678.0,2624,41
1771,4418.57,340.0,2624,34
1772,8602.03,3695.0,2624,29
1773,100545.78,417.0,2624,36
1774,1294694.19,88.24,2624,223
1775,1883047.15,2825.0,2624,43
1776,18900.5,30.0,2624,34
1777,11200.77,180.0,2624,37
1778,52414.27,3389.0,2624,63
1779,10564.25,3160.0,2624,46
1780,9057.37,202.0,2624,46
1781,16035.22,209.0,2624,38
1782,737.0,1895.0,2624,31
1783,3358.91,2449.81,2624,36
1784,12368.21,300.0,2624,33
1785,7115.86,528.0,2624,31
1786,206991.78,200.0,2624,34
1787,873.86,60.0,2624,35
1788,6056.03,20.0,2624,32
1789,107804.81,4497.0,2624,53
1790,278298.34,948.0,2624,37
1791,28.0,198.0,2624,31
1792,7920.13,300.0,2624,30
1793,48127.6,320.0,2624,41
1794,35616.21,800.0,2624,31
1795,34114.16,100.0,2624,39
1796,307628.28,834.0,2624,40
1797,7767.54,680.0,2624,36
1798,6382.25,29.0,2624,32
1799,417133.25,312.63,2624,37
1800,31.81,395.0,2624,40
1801,95759.68,1493.0,2624,38
1802,8073.5,1869.86,2624,37
1803,11333.52,240.0,2624,26
1804,53507.46,170.0,2624,43
1805,3096.03,1.0,2624,27
1806,18137.62,355.5,2624,42
1807,30093.01,218.0,2624,58
1808,7115.68,1050.0,2624,31
1809,1187.08,530.0,2624,34
1810,2042.31,25.0,2624,223
1811,93205.91,3250.0,2624,40
1812,31200.99,330.0,2624,44
1813,14945.22,1664.0,2624,30
1814,27390.16,1006.01,2624,36
1815,32319.7,220.0,2624,38
1816,4815.77,300.0,2624,33
1817,16149.53,261.0,2624,32
1818,20319.2,663.0,2624,44
1819,13689.26,100.0,2624,38
1820,16205.66,170.0,2624,31
1821,203711.21,1016.1,2624,36
1822,5431.08,261.41,2624,35
1823,58802.04,6494.0,2624,36
1824,3719.98,575.0,2624,53
1825,36594.15,260.0,2624,223
1826,2357.75,180.0,2624,52
1827,39153.7,100.0,2624,36
1828,1959.28,1397.0,2624,40
1829,76166.54,1655.0,2624,42
1830,96276.9,8370.0,2624,34
1831,42446.29,365.0,2624,36
1832,66579.81,5100.0,2624,52
1833,38674.0,1020.0,2624,37
1834,82702.45,590.0,2624,45
1835,51845.42,515.0,2624,32
1836,147.5,10.0,2624,38
1837,18552.18,450.0,2624,30
1838,92851.42,425.0,2624,36
1839,560160.64,928.5,2624,66
1840,47348.84,773.0,2624,223
1841,10096.04,258.99,2624,44
1842,35629.87,278.0,2624,30
1843,70.14,100.0,2624,36
1844,97573.87,25.0,2624,42
1845,78745.57,1000.0,2624,35
1846,25735.23,155.89,2624,40
1847,127345.92,2.75,2624,26
1848,2161.66,470.0,2624,44
1849,25166.25,1050.0,2624,27
1850,16447.85,400.0,2624,42
1851,33779.17,3498.0,2624,35
1852,158.81,1003.0,2624,38
1853,34388.55,290.0,2624,41
1854,1543.74,1000.0,2624,42
1855,59714.7,446.0,2624,32
1856,19627.25,429.0,2624,42
1857,35794.54,270.0,2624,45
1858,22556.95,2500.0,2624,37
1859,31407.18,700.0,2624,34
1860,10238.63,100.85,2624,37
1861,10301.3,500.0,2624,36
1862,20021.93,1119.0,2624,34
1863,2012.05,18.15,2624,36
1864,4835.15,470.0,2624,30
1865,781.77,13500.0,2624,46
1866,127958.83,195.0,2624,35
1867,39.39,38.0,2624,31
1868,28.45,50.0,2624,30
1869,14135.49,1600.0,2624,32
1870,179848.2,637.0,2624,32
1871,13504.86,3800.0,2624,42
1872,17201.9,539.28,2624,40
1873,17195.93,145.0,2624,40
1874,21351.27,180.0,2624,31
1875,22686.03,500.0,2624,45
1876,16387.08,920.0,2624,40
1877,681427.19,1104.0,2624,34
1878,508955.57,1085.0,2624,223
1879,84665.16,188.0,2624,29
1880,4392.57,136.0,2624,31
1881,14158.37,42.0,2624,31
1882,467553.87,148.0,2624,38
1883,90462.85,1682.0,2624,34
1884,82.94,1770.0,2624,223
1885,3448.25,614.8,2624,32
1886,36575.45,1800.0,2624,41
1887,368504.91,1088.0,2624,40
1888,920.07,1000.0,2624,52
1889,7811.65,111.0,2624,32
1890,331956.14,69.0,2624,31
1891,34538.07,719.0,2624,32
1892,109127.25,3850.0,2624,43
1893,9161.31,21.0,2624,41
1894,1017.77,630.0,2624,31
1895,32664.63,1188.0,2624,41
1896,36.85,151.0,2624,27
1897,29033.83,85.0,2624,31
1898,1004483.86,747.0,2624,39
1899,12090.65,300.0,2624,223
1900,6446.22,10.0,2624,38
1901,95.5,1.0,2624,41
1902,17357.18,759.0,2624,37
1903,45489.39,193.8,2624,37
1904,35366.96,200.0,2624,30
1905,501.1,505.0,2624,44
1906,4358.7,120.0,2624,34
1907,3483.13,825.0,2624,39
1908,1083.82,100.0,2624,34
1909,4047.81,3117.0,2624,36
1910,14251.1,300.0,2624,33
1911,61035.3,330.0,2624,42
1912,4690.49,499.0,2624,46
1913,23935.98,3200.0,2624,55
1914,31249.99,645.0,2624,35
1915,16374.52,1000.0,2624,31
1916,92802.99,22635.0,2624,43
1917,50971.35,364.0,2624,36
1918,2514.86,405.59,2624,35
1919,66131.05,113.0,2624,44
1920,7613.88,500.0,2624,35
1921,13646.62,30.0,2624,31
1922,12281.63,297.0,2624,37
1923,11504.85,481.0,2624,48
1924,7900.72,2000.0,2624,44
1925,2550.2,20.0,2624,34
1926,48424.64,8600.0,2624,40
1927,53242.42,4999.0,2624,49
1928,41034.58,56.0,2624,37
1929,5786.5,280.0,2624,32
1930,5742.34,1323.0,2624,34
1931,2602.61,113.0,2624,29
1932,12090.19,848.0,2624,38
1933,77168.01,369.0,2624,42
1934,13704.76,1636.0,2624,32
1935,12574.26,180.0,2624,32
1936,2022.29,30.0,2624,39
1937,19789.33,377.0,2624,29
1938,22.8,50.0,2624,32
1939,129634.68,761.0,2624,50
1940,68459.68,396.0,2624,35
1941,13523.95,197.0,2624,33
1942,24639.01,994.0,2624,34
1943,9855.37,5945.0,2624,29
1944,5301.42,618.0,2624,33
1945,1073877.18,498.0,2624,47
1946,4415.59,423.2,2624,31
1947,36601.52,471.0,2624,34
1948,110980.5,1039.0,2624,45
1949,772503.25,1904.0,2624,33
1950,32333.77,263.0,2624,32
1951,25000.01,8855.0,2624,27
1952,596794.22,250.0,2624,32
1953,1428.49,11.0,2624,29
1954,540.62,800.0,2624,33
1955,130928.12,130.0,2624,46
1956,415.99,4000.0,2624,35
1957,34324.75,375.0,2624,33
1958,8172.48,180.7,2624,27
1959,65488.61,405.0,2624,34
1960,11036.09,1999.95,2624,46
1961,8945.82,255.0,2624,26
1962,6130.16,147.0,2624,35
1963,472.95,850.0,2624,223
1964,7251.63,100.0,2624,34
1965,4443.76,803.35,2624,38
1966,136.2,445.0,2624,36
1967,1608.91,550.0,2624,34
1968,12190.8,1276.0,2624,42
1969,3764.16,10000.0,2624,43
1970,3120.32,50.0,2624,39
1971,246388.73,3900.0,2624,37
1972,9133.01,338.0,2624,28
1973,506729.37,150.0,2624,43
1974,4174.2,245.0,2624,32
1975,4402.56,271.0,2624,33
1976,10540.05,267.0,2624,40
1977,4444.74,380.0,2624,43
1978,16138.71,185.0,2624,39
1979,3219.15,10.0,2624,35
1980,14743.78,149.0,2624,35
1981,10.72,200.0,2624,35
1982,35707.16,130.0,2624,29
1983,457691.95,1848.0,2624,42
1984,84502.59,462.78,2624,34
1985,15554.98,1400.0,2624,31
1986,4318.33,730.0,2624,42
1987,1599263.99,1125.0,2624,223
1988,76.08,30.0,2624,45
1989,18510.54,590.52,2624,43
1990,51845.42,69.0,2624,32
1991,15406.41,250.0,2624,30
1992,14785.09,500.0,2624,35
1993,17535.34,190.0,2624,31
1994,121468.94,301.0,2624,32
1995,104.51,10.0,2624,32
1996,20645.43,400.0,2624,42
1997,79481.09,1800.0,2624,44
1998,349908.75,851.0,2624,37
1999,3659161.33,5997.0,2624,43
2000,838860.38,5464.0,2624,35
2001,1619.38,1034.0,2624,42
2002,463.38,30.0,2624,33
2003,181828.38,145.0,2624,38
2004,37709.78,482.0,2624,47
2005,500618.94,3503.0,2624,38
2006,18322.38,290.0,2624,45
2007,30357.07,5025.0,2624,29
2008,20283.88,810.0,2624,38
2009,24943.02,2730.0,2624,34
2010,3851.63,421.95,2624,37
2011,65352.36,258.0,2624,43
2012,5207.62,100.0,2624,34
2013,16299.55,259.0,2624,35
2014,11125.53,150.0,2624,43
2015,14666.18,1499.0,2624,36
2016,3520.27,30.0,2624,31
2017,94649.0,188.0,2624,33
2018,29945.99,3876.29,2624,35
2019,50051.48,507.0,2624,223
2020,52871.99,100.0,2624,32
2021,18942.01,1995.0,2624,33
2022,17783.17,250.0,2624,33
2023,96970.6,50.0,2624,37
2024,6705.74,760.99,2624,38
2025,25831.71,10.0,2624,29
2026,28351.08,300.0,2624,30
2027,41532.92,1100.0,2624,38
2028,21443.28,807.0,2624,30
2029,39871.56,1100.0,2624,33
2030,2265.25,50.0,2624,33
2031,2894.82,483.0,2624,32
2032,10036.14,370.0,2624,37
2033,1937026.56,500.0,2624,223
2034,26609.71,230.0,2624,37
2035,4276.78,442.75,2624,28
2036,16549.84,299.0,2624,36
2037,9638.06,900.0,2624,34
2038,2486.64,1436.58,2624,37
2039,384.28,100.0,2624,32
2040,2080.91,37.0,2624,29
2041,5521.54,1257.0,2624,36
2042,3775.96,148.0,2624,40
2043,27714.22,2498.4,2624,41
2044,22034.16,3437.0,2624,31
2045,14412.47,111.0,2624,33
2046,2448.37,100.0,2624,34
2047,251398.44,131.04,2624,49
2048,20480.72,100.0,2624,32
2049,0.0,118.0,2624,33
2050,82658.86,100.0,2624,30
2051,5576.89,250.0,2624,34
2052,71686.87,14594.0,2624,36
2053,921614.41,1092.0,2624,35
2054,265278.42,566.0,2624,35
2055,29188.7,954.0,2624,43
2056,23803.8,1250.0,2624,59
2057,12247.56,151.0,2624,39
2058,7911.69,366.18,2624,38
2059,14167.4,50.0,2624,28
2060,125492.94,6170.05,2624,55
2061,24054.59,1730.0,2624,40
2062,12171.01,3851.0,2624,223
2063,8839.43,50.0,2624,29
2064,48976.86,1280.0,2624,35
2065,11461.71,2000.0,2624,34
2066,51434.93,1500.0,2624,41
2067,6609.59,30.0,2624,34
2068,83293.29,540.0,2624,48
2069,107963.73,18000.0,2624,223
2070,8251.72,450.0,2624,30
2071,520.43,110.0,2624,28
2072,20485.24,340.0,2624,37
2073,314.31,250.0,2624,32
2074,299840.26,865.0,2624,45
2075,35995.51,300.0,2624,37
2076,229.0,919.0,2624,36
2077,11471.56,1505.0,2624,33
2078,197372.6,570.0,2624,47
2079,7799.0,418.0,2624,34
2080,6327.83,5913.0,2624,32
2081,42480.86,612.0,2624,61
2082,13574.06,2313.7,2624,39
2083,5124.75,2000.0,2624,36
2084,40323.27,98.0,2624,61
2085,45744.99,780.0,2624,31
2086,190427.5,144.8,2624,44
2087,85135.36,25.0,2624,41
2088,3617.76,140.0,2624,29
2089,48077.33,2399.0,2624,51
2090,121199.87,131.35,2624,60
2091,4245.72,50.0,2624,30
2092,12796.93,285.0,2624,28
2093,23809.18,500.0,2624,38
2094,6077.56,120.0,2624,37
2095,17749.63,1378.0,2624,33
2096,96276.9,699.0,2624,34
2097,6502.18,200.0,2624,45
2098,47223.62,1600.0,2624,223
2099,206.76,500.0,2624,30
2100,9549.34,2848.0,2624,40
2101,64328.58,375.0,2624,33
2102,3921.92,205.0,2624,50
2103,28826.03,210.0,2624,54
2104,119984.88,299.0,2624,40
2105,8863.91,150.0,2624,34
2106,45201.85,200.0,2624,32
2107,3357.43,50.0,2624,33
2108,21218.24,130.6,2624,38
2109,497796.11,200.0,2624,36
2110,42888.31,635.0,2624,34
2111,126281.78,829.61,2624,44
2112,10767.53,201.5,2624,223
2113,127597.49,249.0,2624,42
2114,544.51,600.0,2624,34
2115,18696.22,450.0,2624,45
2116,79.12,270.0,2624,30
2117,2653.48,698.0,2624,32
2118,2141.02,673.0,2624,37
2119,70313.2,261.0,2624,34
2120,23879.35,180.0,2624,39
2121,42487.89,1097.0,2624,47
2123,24585.34,145.0,2624,41
2124,5228.94,137.0,2624,34
2125,4909.16,500.0,2624,29
2126,411161.52,100.0,2624,223
2127,249566.78,2416.96,2624,42
2128,5571.85,1000.0,2624,223
2129,8644.71,60.0,2624,34
2130,12746.89,1360.0,2624,33
2131,425067.02,2045.0,2624,55
2132,86.46,1203.0,2624,34
2133,49125.42,360.0,2624,30
2134,1129.11,249.0,2624,27
2135,29105.5,255.0,2624,40
2136,4331.24,669.58,2624,36
2137,7900.72,1400.0,2624,44
2138,4986.19,50.0,2624,30
2139,133.79,300.0,2624,40
2140,2047.56,56.0,2624,27
2141,770.39,699.0,2624,36
2142,27021.05,2210.0,2624,223
2143,42019.95,1010.0,2624,37
2144,27136.39,3270.0,2624,37
2145,913.86,410.0,2624,27
2146,2675.83,530.0,2624,35
2147,9485.49,708.0,2624,41
2148,18552.18,450.0,2624,30
2149,682755.01,1119.14,2624,52
2150,11690.33,27.0,2624,30
2151,114713.82,638.0,2624,54
2152,4050.8,250.0,2624,29
2153,132057.62,5600.0,2624,44
2154,4039.8,1000.0,2624,44
2155,5157.93,200.0,2624,35
2156,11384.3,233.0,2624,32
2157,2834303.27,1273.0,2624,37
2158,411.17,55.0,2624,33
2159,64716.2,106.0,2624,38
2160,760151.51,1458.88,2624,45
2161,8029.69,2600.0,2624,223
2162,15143.34,220.0,2624,40
2163,45616.93,322.0,2624,31
2164,10279.77,1200.0,2624,223
2165,28834.02,750.0,2624,223
2166,160359.09,767.0,2624,49
2167,69607.11,168.0,2624,40
2168,79.65,177.0,2624,32
2169,3033.45,361.0,2624,35
2170,1811.45,100.0,2624,31
2171,19357.86,592.0,2624,39
2172,118.51,230.0,2624,32
2173,841724.9,54000.0,2624,50
2174,28865.32,300.0,2624,223
2175,5446.97,100.0,2624,31
2176,31788.36,13.0,2624,36
2177,33353.51,1702.0,2624,46
2178,7289.39,690.0,2624,34
2179,8510.35,394.0,2624,41
2180,13.6,600.0,2624,33
2181,34745.43,2541.42,2624,31
2182,12698.6,100.0,2624,43
2183,19345.91,120.0,2624,31
2184,9325.4,1031.0,2624,31
2185,40801.81,448.0,2624,31
2186,100982.2,1890.0,2624,39
2187,5639.65,50.0,2624,31
2188,203270.68,731.0,2624,45
2189,59159.99,2175.0,2624,30
2190,2603.23,100.0,2624,30
2191,1083.82,100.0,2624,34
2192,1038.42,600.0,2624,39
2193,8307.73,60.0,2624,34
2194,6877.33,342.0,2624,34
2195,43571.2,1800.0,2624,30
2196,52114.37,213.0,2624,31
2197,105035.3,135.0,2624,29
2198,331956.14,50.0,2624,31
2199,9183.2,10.0,2624,29
2200,36291.93,740.0,2624,31
2201,21246.03,378.0,2624,40
2202,132971.0,10000.0,2624,223
2203,4418.57,540.0,2624,34
2204,3793.32,20.0,2624,61
2205,9852.73,1000.0,2624,42
2206,18483.23,76.0,2624,37
2207,1586508.61,100000.0,2624,43
2208,2342.31,30.0,2624,27
2209,133870.07,574.0,2624,36
2210,18170.67,100.0,2624,30
2211,396.61,109.0,2624,34
2212,16838.56,573.86,2624,32
2213,53991.84,1000.0,2624,37
2214,19643.65,100.0,2624,37
2215,14752.22,2004.0,2624,223
2216,9798.6,55.0,2624,29
2217,230099.64,835.0,2624,31
2218,68497.82,450.0,2624,36
2219,79093.64,700.0,2624,41
2220,4332.51,311.0,2624,28
2221,31017.4,650.0,2624,31
2222,26773.16,560.0,2624,35
2223,25379.01,588.5,2624,43
2224,15843.92,39.0,2624,33
2225,114503.8,2440.0,2624,223
2226,2963.74,1288.0,2624,31
2227,97739.18,430.0,2624,55
2228,26454.19,1035.0,2624,31
2229,29087.03,599.0,2624,33
2230,67853.27,405.0,2624,32
2231,16164.55,588.0,2624,44
2232,475834.36,250.0,2624,37
2233,651.86,475.0,2624,45
2234,53629.07,3290.0,2624,40
2235,15000.01,599.0,2624,33
2236,283871.94,3597.59,2624,40
2237,46128.64,1299.0,2624,47
2238,15024.42,1481.0,2624,31
2239,626.44,299.0,2624,28
2240,1160.85,380.0,2624,41
2241,114503.8,2866.0,2624,223
2242,7841.35,100.0,2624,33
2243,7979.76,877.8,2624,223
2244,40681.48,910.0,2624,43
2245,81630.8,567.35,2624,35
2246,38506.98,100.0,2624,31
2247,20190.53,554.0,2624,35
2248,38807.39,638.0,2624,38
2249,8903.78,688.85,2624,34
2250,365891.58,2500.0,2624,52
2251,29834.7,100.0,2624,38
2252,81154.82,10000.0,2624,37
2253,140974.46,1760.0,2624,58
2255,22462.0,582.0,2624,29
2256,8114.15,200.0,2624,29
2257,398905.21,118.01,2624,39
2258,18390.55,3595.0,2624,25
2259,4644.84,999.0,2624,30
2260,1014831.53,2649.0,2624,38
2261,66251.44,200.0,2624,35
2262,166234.98,313.0,2624,63
2263,667841.79,53807.0,2624,50
2264,7060.46,110.0,2624,48
2265,7633.68,210.0,2624,32
2266,20769.1,204.29,2624,30
2267,3456.55,247.0,2624,47
2268,20769.1,241.0,2624,30
2269,220257.85,330.0,2624,36
2270,395448.9,3502.17,2624,223
2271,7366.95,497.0,2624,223
2272,198984.62,250.0,2624,28
2273,20884.91,200.0,2624,38
2274,454377.4,25000.0,2624,68
2275,3138.74,1.0,2624,30
2276,12749.21,276.0,2624,223
2277,14119.69,100.0,2624,33
2278,5301.42,190.0,2624,33
2279,11269.82,275.0,2624,34
2280,10199.1,1600.0,2624,35
2281,90910.68,638.3,2624,48
2282,1619.89,590.0,2624,31
2283,11600.46,180.0,2624,28
2284,54015.02,89.0,2624,28
2285,22048.76,2062.0,2624,32
2286,20320.66,5714.5,2624,36
2287,146592.34,850.0,2624,61
2288,97910.97,110.0,2624,223
2289,7371.9,554.74,2624,38
2290,21705.85,1547.0,2624,37
2291,18434.96,1424.0,2624,31
2292,14518.9,1029.0,2624,32
2293,49125.42,390.0,2624,30
2294,39686.51,3445.0,2624,51
2295,12398.72,357.0,2624,34
2296,44817.63,199.0,2624,30
2297,5745.44,40.0,2624,29
2298,1650.48,945.0,2624,29
2299,1297.82,770.83,2624,39
2300,64550.59,120.0,2624,34
2301,58251.62,25000.0,2624,35
2302,2963.72,470.0,2624,44
2303,29489.33,160.0,2624,40
2304,41573.74,1340.0,2624,32
2305,132233.94,75000.0,2624,42
2306,64238.63,1750.0,2624,34
2307,30506.24,24500.0,2624,43
2308,21485.03,1149.0,2624,35
2309,7635.06,50.0,2624,28
2310,2310.27,270.0,2624,45
2311,7419.44,350.0,2624,43
2312,20537.26,145.0,2624,33
2313,15179.26,25.0,2624,31
2314,75420.44,503.62,2624,30
2315,18806.03,1100.0,2624,37
2316,8.22,100.0,2624,36
2317,36.98,249.0,2624,35
2318,26588.17,276.42,2624,43
2319,7623.89,213.0,2624,39
2320,17164.21,42.18,2624,31
2321,12804.69,1000.0,2624,34
2322,135.5,67.0,2624,39
2323,12922.6,200.0,2624,56
2324,19982.7,304.77,2624,32
2325,93474.53,990.0,2624,38
2326,11299.38,88.0,2624,45
2327,28688.4,100.0,2624,45
2328,92642.44,232.0,2624,28
2329,33208.1,251.0,2624,32
2330,7627.62,200.0,2624,38
2331,9061.42,1377.0,2624,36
2332,15312.66,1598.0,2624,31
2333,5641.09,2117.0,2624,36
2334,7309.47,100.0,2624,30
2335,336871.14,500.0,2624,223
2336,107097.24,471.0,2624,28
2337,78001.29,1900.0,2624,36
2338,93.86,1200.2,2624,30
2339,439.76,100.0,2624,36
2340,136152.28,6300.0,2624,37
2341,50.2,45.0,2624,29
2342,21065.81,200.0,2624,36
2343,9085.65,1200.0,2624,223
2344,15843.64,200.0,2624,35
2345,54373.95,1295.0,2624,223
2346,10972.24,291.0,2624,31
2347,129237.62,1356.11,2624,51
2348,148098.52,19.0,2624,32
2349,174269.3,3260.0,2624,47
2350,99638.73,2698.0,2624,45
2351,649042.32,177.0,2624,32
2352,39.45,500.0,2624,32
2353,8249.14,250.0,2624,48
2354,344070.53,355.11,2624,36
2355,18774.42,1154.0,2624,41
2356,92062.96,720.0,2624,38
2357,7584.76,2699.0,2624,43
2358,530.0,620.0,2624,223
2359,18004.47,768.0,2624,61
2360,78785.05,499.0,2624,41
2361,27126.47,150.0,2624,39
2362,345610.61,4989.0,2624,40
2363,5094.46,1400.0,2624,55
2364,14149.01,100.0,2624,35
2365,182.8,329.69,2624,37
2366,34438.39,475.47,2624,33
2367,28757.62,1699.0,2624,47
2368,177157.85,530.0,2624,53
2369,386894.24,1350.0,2624,38
2370,63213.43,268.0,2624,43
2371,12329.8,1020.0,2624,38
2372,13708.43,73.0,2624,39
2373,54501.54,190.0,2624,40
2374,12787.6,365.0,2624,29
2375,538944.66,2079.0,2624,47
2376,4861.07,3500.0,2624,46
2377,78846.63,80.0,2624,32
2378,482.17,9.45,2624,56
2379,32033.06,520.0,2624,36
2380,98565.1,985.0,2624,40
2381,1821.19,500.0,2624,39
2382,37847.14,300.0,2624,45
2383,281540.44,945.0,2624,40
2384,74742.99,300.0,2624,223
2385,76385.67,5000.0,2624,34
2386,15717.76,150.0,2624,32
2387,36988.92,1127.85,2624,41
2388,41408.16,300.0,2624,30
2389,17567.55,6970.0,2624,33
2390,99189.77,196.0,2624,34
2391,37608.92,523.06,2624,223
2392,185111.19,1490.0,2624,36
2393,19015.04,668.0,2624,35
2394,317281.05,4579.04,2624,35
2395,18580.08,250.0,2624,33
2396,425956.67,5623.0,2624,38
2397,651656.17,566.0,2624,36
2398,32804.44,747.5,2624,33
2399,11244.12,102.0,2624,38
2400,24060.57,305.0,2624,42
2401,9362.39,45.0,2624,38
2402,46165.35,2611.9,2624,52
2403,40993.35,313.59,2624,44
2404,9154.74,1570.0,2624,36
2405,196382.37,680.0,2624,58
2406,28.73,49.0,2624,39
2407,1.43,30.0,2624,35
2408,1586.05,220.0,2624,35
2409,68232.02,300.0,2624,29
2410,558.41,200.0,2624,34
2411,371.46,170.0,2624,37
2412,20004.55,459.0,2624,36
2413,209.83,30.0,2624,38
2414,11808.39,548.0,2624,29
2415,105218.45,2237.0,2624,37
2416,17570.7,198.0,2624,46
2417,174.22,500.0,2624,50
2418,20697.68,130.0,2624,26
2419,111335.54,3995.0,2624,38
2420,1089.87,5033.0,2624,35
2421,10597.59,200.0,2624,31
2422,10756.43,300.0,2624,48
2423,17138.78,30.0,2624,31
2424,64122.12,630.0,2624,33
2425,47752.54,9294.0,2624,42
2426,365261.95,3000.0,2624,223
2427,84235.3,1199.0,2624,39
2428,45503.78,1000.0,2624,42
2429,111089.55,1550.0,2624,36
2430,107953.47,1080.0,2624,37
2431,31637.07,208.16,2624,28
2432,118291.31,8260.0,2624,31
2433,56806.25,139.0,2624,35
2434,69613.68,300.0,2624,43
2435,8686.83,435.0,2624,36
2436,1054070.16,1000.0,2624,223
2437,88984.1,655.0,2624,34
2438,9716.43,524.0,2624,35
2439,30378.89,129.12,2624,42
2440,8130.51,218.0,2624,40
2441,85894.25,246.95,2624,36
2442,3675.17,2250.0,2624,51
2443,5005.95,660.0,2624,28
2444,46225.77,1990.0,2624,39
2445,750435.87,97.0,2624,48
2446,17281.6,1000.0,2624,43
2447,19583.87,88.7,2624,33
2448,250082.79,1800.0,2624,33
2449,147332.59,93.0,2624,44
2450,22839.61,1120.0,2624,223
2451,20830.26,385.43,2624,34
2452,227713.63,264.0,2624,39
2453,44164.97,752.0,2624,37
2454,17585.76,56.0,2624,31
2455,3558.33,600.0,2624,53
2456,82208.73,900.0,2624,68
2457,17894.29,400.0,2624,45
2458,7505.95,10.0,2624,26
2459,28011.36,7990.0,2624,30
2460,3830.08,565.0,2624,34
2461,13174.23,235.0,2624,37
2462,30516.43,318.15,2624,32
2463,22839.61,1667.0,2624,223
2464,654305.43,50.0,2624,71
2465,109381.28,201.72,2624,223
2466,515982.16,71.0,2624,36
2467,51216.01,131.0,2624,39
2468,41760.62,500.0,2624,32
2469,23895.21,4161.0,2624,34
2470,38654.36,399.0,2624,29
2471,58251.62,27473.0,2624,35
2472,306862.46,2350.0,2624,46
2473,4876.38,1698.0,2624,39
2474,4095.32,100.0,2624,28
2475,422.55,1556.58,2624,223
2476,3833.27,750.0,2624,38
2477,157644.89,1490.0,2624,46
2478,4332.51,750.0,2624,28
2479,5363.52,189.14,2624,52
2480,18087.33,50.0,2624,31
2481,14899.23,50.0,2624,27
2482,124558.16,200.0,2624,37
2483,3367.99,20.0,2624,29
2484,23001.19,1495.0,2624,43
2485,10238.63,100.85,2624,37
2486,15549.81,2660.09,2624,62
2487,2886.59,2340.0,2624,223
2488,59476.91,50.0,2624,29
2489,84436.38,399.0,2624,72
2490,24565.95,4000.0,2624,43
2491,872386.37,257.0,2624,43
2492,26101.08,40.0,2624,34
2493,7060.09,130.0,2624,41
